group,position_bp,cluster0_density,cluster1_density,cluster0_total,cluster1_total,n_sequences_in_group
Age 0,851,1.8071089478027117e-05,0.0002465793705369299,24680305,40952331,114910
Age 0,852,1.8111607615870226e-05,0.00024667704507467473,24680305,40952331,114910
Age 0,853,1.8233162029399554e-05,0.0002468235568812921,24680305,40952331,114910
Age 0,854,1.8233162029399554e-05,0.00024684797551572827,24680305,40952331,114910
Age 0,855,1.8192643891556445e-05,0.000247043324591218,24680305,40952331,114910
Age 0,856,1.8314198305085777e-05,0.0002474096041077613,24680305,40952331,114910
Age 0,857,1.8314198305085777e-05,0.00024762937181768723,24680305,40952331,114910
Age 0,858,1.8314198305085777e-05,0.00024802006996866677,24680305,40952331,114910
Age 0,859,1.8314198305085777e-05,0.0002482398376785927,24680305,40952331,114910
Age 0,860,1.8476270856458217e-05,0.00024843518675408244,24680305,40952331,114910
Age 0,861,1.8516788994301327e-05,0.00024865495446400843,24680305,40952331,114910
Age 0,862,1.8597825269987546e-05,0.0002490456526149879,24680305,40952331,114910
Age 0,863,1.863834340783066e-05,0.0002492898389593501,24680305,40952331,114910
Age 0,864,1.8597825269987546e-05,0.00024994914208912797,24680305,40952331,114910
Age 0,865,1.8597825269987546e-05,0.00025033984024010745,24680305,40952331,114910
Age 0,866,1.8719379683516877e-05,0.0002508282129288318,24680305,40952331,114910
Age 0,867,1.8719379683516877e-05,0.00025141426015530104,24680305,40952331,114910
Age 0,868,1.8759897821359987e-05,0.00025209798191951516,24680305,40952331,114910
Age 0,869,1.8881452234889318e-05,0.00025270844778042063,24680305,40952331,114910
Age 0,870,1.8921970372732428e-05,0.0002536363558889969,24680305,40952331,114910
Age 0,871,1.908404292410487e-05,0.00025439333355651965,24680305,40952331,114910
Age 0,872,1.9124561061947978e-05,0.00025544333483727705,24680305,40952331,114910
Age 0,873,1.928663361332042e-05,0.00025627356840810845,24680305,40952331,114910
Age 0,874,1.9570260578222188e-05,0.0002570549647100674,24680305,40952331,114910
Age 0,875,1.985388754312396e-05,0.0002582758964318783,24680305,40952331,114910
Age 0,876,2.005647823233951e-05,0.0002589596181960924,24680305,40952331,114910
Age 0,877,2.009699637018262e-05,0.00026022938718677576,24680305,40952331,114910
Age 0,878,2.013751450802573e-05,0.0002610840393920434,24680305,40952331,114910
Age 0,879,2.013751450802573e-05,0.00026223171521054566,24680305,40952331,114910
Age 0,880,2.0178032645868843e-05,0.00026342822829792035,24680305,40952331,114910
Age 0,881,2.0461659610770612e-05,0.0002646003227508588,24680305,40952331,114910
Age 0,882,2.050217774861372e-05,0.0002656747426660524,24680305,40952331,114910
Age 0,883,2.0623732162143053e-05,0.0002668956743878633,24680305,40952331,114910
Age 0,884,2.0623732162143053e-05,0.0002681654433785466,24680305,40952331,114910
Age 0,885,2.070476843782927e-05,0.0002693619564659213,24680305,40952331,114910
Age 0,886,2.0745286575672384e-05,0.0002708026558976582,24680305,40952331,114910
Age 0,887,2.0866840989201713e-05,0.0002720968435227777,24680305,40952331,114910
Age 0,888,2.1028913540574154e-05,0.00027334219387902485,24680305,40952331,114910
Age 0,889,2.1150467954103485e-05,0.00027453870696639954,24680305,40952331,114910
Age 0,890,2.1231504229789704e-05,0.0002754421964405396,24680305,40952331,114910
Age 0,891,2.1474613056848367e-05,0.00027658987225904184,24680305,40952331,114910
Age 0,892,2.1596167470377695e-05,0.00027761545490536304,24680305,40952331,114910
Age 0,893,2.1677203746063918e-05,0.0002785189443795031,24680305,40952331,114910
Age 0,894,2.1798758159593246e-05,0.00027944685248807935,24680305,40952331,114910
Age 0,895,2.1920312573122577e-05,0.00027981313200462263,24680305,40952331,114910
Age 0,896,2.2203939538024346e-05,0.00028039917923109185,24680305,40952331,114910
Age 0,897,2.224445767586746e-05,0.0002810340637264335,24680305,40952331,114910
Age 0,898,2.228497581371057e-05,0.00028132708733966816,24680305,40952331,114910
Age 0,899,2.2406530227239897e-05,0.0002817422041250839,24680305,40952331,114910
Age 0,900,2.244704836508301e-05,0.0002817666227595201,24680305,40952331,114910
Age 0,901,2.244704836508301e-05,0.0002820108091038823,24680305,40952331,114910
Age 0,902,2.244704836508301e-05,0.0002823282513515531,24680305,40952331,114910
Age 0,903,2.244704836508301e-05,0.00028249918179260665,24680305,40952331,114910
Age 0,904,2.252808464076923e-05,0.0002825968563303515,24680305,40952331,114910
Age 0,905,2.269015719214167e-05,0.0002828654613091499,24680305,40952331,114910
Age 0,906,2.273067532998478e-05,0.00028323174082569316,24680305,40952331,114910
Age 0,907,2.273067532998478e-05,0.00028345150853561915,24680305,40952331,114910
Age 0,908,2.2811711605671e-05,0.00028362243897667264,24680305,40952331,114910
Age 0,909,2.285222974351411e-05,0.0002836712762455451,24680305,40952331,114910
Age 0,910,2.285222974351411e-05,0.0002839154625899073,24680305,40952331,114910
Age 0,911,2.285222974351411e-05,0.0002839887184932159,24680305,40952331,114910
Age 0,912,2.297378415704344e-05,0.0002840863930309608,24680305,40952331,114910
Age 0,913,2.301430229488655e-05,0.0002842084862031419,24680305,40952331,114910
Age 0,914,2.301430229488655e-05,0.0002843794166441954,24680305,40952331,114910
Age 0,915,2.301430229488655e-05,0.0002844770911819403,24680305,40952331,114910
Age 0,916,2.309533857057277e-05,0.00028479453342961114,24680305,40952331,114910
Age 0,917,2.3216892984102102e-05,0.0002849654638706647,24680305,40952331,114910
Age 0,918,2.333844739763143e-05,0.0002852096502150268,24680305,40952331,114910
Age 0,919,2.333844739763143e-05,0.0002853073247527717,24680305,40952331,114910
Age 0,920,2.3378965535474543e-05,0.00028525848748389926,24680305,40952331,114910
Age 0,921,2.3378965535474543e-05,0.0002853073247527717,24680305,40952331,114910
Age 0,922,2.3419483673317652e-05,0.0002853073247527717,24680305,40952331,114910
Age 0,923,2.346000181116076e-05,0.00028550267382826145,24680305,40952331,114910
Age 0,924,2.350051994900387e-05,0.0002854294179249528,24680305,40952331,114910
Age 0,925,2.350051994900387e-05,0.00028560034836600635,24680305,40952331,114910
Age 0,926,2.350051994900387e-05,0.0002858201160759323,24680305,40952331,114910
Age 0,927,2.350051994900387e-05,0.0002859666278825496,24680305,40952331,114910
Age 0,928,2.350051994900387e-05,0.00028608872105473067,24680305,40952331,114910
Age 0,929,2.350051994900387e-05,0.00028635732603352906,24680305,40952331,114910
Age 0,930,2.3581556224690093e-05,0.0002864061633024015,24680305,40952331,114910
Age 0,931,2.3622074362533202e-05,0.0002866259310123275,24680305,40952331,114910
Age 0,932,2.3743628776062534e-05,0.00028682128008781723,24680305,40952331,114910
Age 0,933,2.3824665051748753e-05,0.0002868701173566897,24680305,40952331,114910
Age 0,934,2.3824665051748753e-05,0.00028694337325999833,24680305,40952331,114910
Age 0,935,2.3865183189591862e-05,0.00028726081550766916,24680305,40952331,114910
Age 0,936,2.3865183189591862e-05,0.00028743174594872265,24680305,40952331,114910
Age 0,937,2.3865183189591862e-05,0.0002874561645831589,24680305,40952331,114910
Age 0,938,2.3946219465278084e-05,0.00028762709502421245,24680305,40952331,114910
Age 0,939,2.3986737603121194e-05,0.0002877247695619573,24680305,40952331,114910
Age 0,940,2.3946219465278084e-05,0.00028789570000301083,24680305,40952331,114910
Age 0,941,2.3946219465278084e-05,0.0002880666304440643,24680305,40952331,114910
Age 0,942,2.3986737603121194e-05,0.0002881643049818092,24680305,40952331,114910
Age 0,943,2.3986737603121194e-05,0.00028838407269173515,24680305,40952331,114910
Age 0,944,2.3986737603121194e-05,0.00028835965405729896,24680305,40952331,114910
Age 0,945,2.4027255740964303e-05,0.00028860384040166115,24680305,40952331,114910
Age 0,946,2.4067773878807413e-05,0.000288921282649332,24680305,40952331,114910
Age 0,947,2.4148810154493635e-05,0.00028897011991820443,24680305,40952331,114910
Age 0,948,2.4189328292336744e-05,0.00028897011991820443,24680305,40952331,114910
Age 0,949,2.4148810154493635e-05,0.0002890433758215131,24680305,40952331,114910
Age 0,950,2.4189328292336744e-05,0.000289263143531439,24680305,40952331,114910
Age 0,951,2.4189328292336744e-05,0.0002896294230479823,24680305,40952331,114910
Age 0,952,2.4189328292336744e-05,0.00028958058577910985,24680305,40952331,114910
Age 0,953,2.4148810154493635e-05,0.00028953174851023745,24680305,40952331,114910
Age 0,954,2.4189328292336744e-05,0.00028992244666121693,24680305,40952331,114910
Age 0,955,2.4189328292336744e-05,0.0002897515162201634,24680305,40952331,114910
Age 0,956,2.4229846430179854e-05,0.0002897759348545996,24680305,40952331,114910
Age 0,957,2.4189328292336744e-05,0.0002897515162201634,24680305,40952331,114910
Age 0,958,2.4270364568022963e-05,0.0002898491907579083,24680305,40952331,114910
Age 0,959,2.4351400843709185e-05,0.0002896294230479823,24680305,40952331,114910
Age 0,960,2.4351400843709185e-05,0.0002897759348545996,24680305,40952331,114910
Age 0,961,2.4391918981552295e-05,0.0002897759348545996,24680305,40952331,114910
Age 0,962,2.4472955257238513e-05,0.00028994686529565313,24680305,40952331,114910
Age 0,963,2.4472955257238513e-05,0.0002900689584678342,24680305,40952331,114910
Age 0,964,2.4513473395081626e-05,0.00029011779573670667,24680305,40952331,114910
Age 0,965,2.4553991532924736e-05,0.0002901910516400153,24680305,40952331,114910
Age 0,966,2.4553991532924736e-05,0.00029026430754332396,24680305,40952331,114910
Age 0,967,2.4594509670767845e-05,0.00029063058705986724,24680305,40952331,114910
Age 0,968,2.4635027808610954e-05,0.00029077709886648454,24680305,40952331,114910
Age 0,969,2.4635027808610954e-05,0.0002910701224797192,24680305,40952331,114910
Age 0,970,2.4716064084297177e-05,0.0002912410529207727,24680305,40952331,114910
Age 0,971,2.4756582222140286e-05,0.00029155849516844355,24680305,40952331,114910
Age 0,972,2.4756582222140286e-05,0.0002919247746849868,24680305,40952331,114910
Age 0,973,2.4716064084297177e-05,0.00029226663556709386,24680305,40952331,114910
Age 0,974,2.4756582222140286e-05,0.0002924619846425836,24680305,40952331,114910
Age 0,975,2.4756582222140286e-05,0.000292730589621382,24680305,40952331,114910
Age 0,976,2.4797100359983395e-05,0.00029290152006243553,24680305,40952331,114910
Age 0,977,2.4797100359983395e-05,0.0002931945436756701,24680305,40952331,114910
Age 0,978,2.4797100359983395e-05,0.0002935608231922134,24680305,40952331,114910
Age 0,979,2.4837618497826505e-05,0.00029397593997762913,24680305,40952331,114910
Age 0,980,2.4878136635669618e-05,0.00029417128905311887,24680305,40952331,114910
Age 0,981,2.4959172911355836e-05,0.0002944887313007897,24680305,40952331,114910
Age 0,982,2.4999691049198946e-05,0.00029468408037627944,24680305,40952331,114910
Age 0,983,2.5080727324885168e-05,0.0002950747785272589,24680305,40952331,114910
Age 0,984,2.5040209187042055e-05,0.00029529454623718486,24680305,40952331,114910
Age 0,985,2.5040209187042055e-05,0.00029566082575372814,24680305,40952331,114910
Age 0,986,2.5040209187042055e-05,0.0002958073375603455,24680305,40952331,114910
Age 0,987,2.5040209187042055e-05,0.00029610036117358007,24680305,40952331,114910
Age 0,988,2.5040209187042055e-05,0.000296759664303358,24680305,40952331,114910
Age 0,989,2.5080727324885168e-05,0.0002971259438199012,24680305,40952331,114910
Age 0,990,2.5161763600571387e-05,0.00029732129289539096,24680305,40952331,114910
Age 0,991,2.528331801410072e-05,0.00029741896743313586,24680305,40952331,114910
Age 0,992,2.528331801410072e-05,0.00029768757241193424,24680305,40952331,114910
Age 0,993,2.5364354289786937e-05,0.0002980538519284775,24680305,40952331,114910
Age 0,994,2.544539056547316e-05,0.00029859106188607435,24680305,40952331,114910
Age 0,995,2.544539056547316e-05,0.0002989085041337452,24680305,40952331,114910
Age 0,996,2.5566944979002487e-05,0.00029956780726352305,24680305,40952331,114910
Age 0,997,2.5566944979002487e-05,0.00030030036629660956,24680305,40952331,114910
Age 0,998,2.568849939253182e-05,0.0003007399017164615,24680305,40952331,114910
Age 0,999,2.568849939253182e-05,0.0003010817625985686,24680305,40952331,114910
Age 0,1000,2.572901753037493e-05,0.0003018143216316551,24680305,40952331,114910
Age 0,1001,2.5810053806061147e-05,0.00030227827568594327,24680305,40952331,114910
Age 0,1002,2.589109008174737e-05,0.0003030840906223384,24680305,40952331,114910
Age 0,1003,2.589109008174737e-05,0.00030362130057993525,24680305,40952331,114910
Age 0,1004,2.60126444952767e-05,0.0003040608359997872,24680305,40952331,114910
Age 0,1005,2.605316263311981e-05,0.00030506200001167213,24680305,40952331,114910
Age 0,1006,2.60126444952767e-05,0.0003061120012924295,24680305,40952331,114910
Age 0,1007,2.605316263311981e-05,0.00030662479261559005,24680305,40952331,114910
Age 0,1008,2.605316263311981e-05,0.0003067713044222074,24680305,40952331,114910
Age 0,1009,2.609368077096292e-05,0.0003072596771109317,24680305,40952331,114910
Age 0,1010,2.613419890880603e-05,0.0003076015379930388,24680305,40952331,114910
Age 0,1011,2.625575332233536e-05,0.0003081631665850718,24680305,40952331,114910
Age 0,1012,2.633678959802158e-05,0.0003085782833704875,24680305,40952331,114910
Age 0,1013,2.645834401155091e-05,0.0003089445628870308,24680305,40952331,114910
Age 0,1014,2.6417825873707802e-05,0.0003094085169413189,24680305,40952331,114910
Age 0,1015,2.629627146017847e-05,0.00030955502874793626,24680305,40952331,114910
Age 0,1016,2.633678959802158e-05,0.00030997014553335193,24680305,40952331,114910
Age 0,1017,2.629627146017847e-05,0.000310092238705533,24680305,40952331,114910
Age 0,1018,2.629627146017847e-05,0.0003103608436843314,24680305,40952331,114910
Age 0,1019,2.629627146017847e-05,0.0003106050300286936,24680305,40952331,114910
Age 0,1020,2.633678959802158e-05,0.00031077596046974714,24680305,40952331,114910
Age 0,1021,2.645834401155091e-05,0.00031133758906178017,24680305,40952331,114910
Age 0,1022,2.653938028723713e-05,0.00031160619404057855,24680305,40952331,114910
Age 0,1023,2.6782489114295793e-05,0.00031270503259020835,24680305,40952331,114910
Age 0,1024,2.6823007252138903e-05,0.0003131934052789327,24680305,40952331,114910
Age 0,1025,2.7025597941354453e-05,0.00031336433571998627,24680305,40952331,114910
Age 0,1026,2.7025597941354453e-05,0.0003134375916232949,24680305,40952331,114910
Age 0,1027,2.7025597941354453e-05,0.00031377945250540194,24680305,40952331,114910
Age 0,1028,2.7147152354883784e-05,0.00031399922021532793,24680305,40952331,114910
Age 0,1029,2.7309224906256222e-05,0.00031375503387096575,24680305,40952331,114910
Age 0,1030,2.7471297457628663e-05,0.00031424340655969007,24680305,40952331,114910
Age 0,1031,2.7471297457628663e-05,0.00031448759290405226,24680305,40952331,114910
Age 0,1032,2.7552333733314885e-05,0.00031495154695834044,24680305,40952331,114910
Age 0,1033,2.7673888146844213e-05,0.00031531782647488366,24680305,40952331,114910
Age 0,1034,2.7795442560373545e-05,0.00031565968735699075,24680305,40952331,114910
Age 0,1035,2.7795442560373545e-05,0.00031592829233578914,24680305,40952331,114910
Age 0,1036,2.7916996973902877e-05,0.0003161968973145875,24680305,40952331,114910
Age 0,1037,2.7957515111745986e-05,0.0003163189904867686,24680305,40952331,114910
Age 0,1038,2.7998033249589095e-05,0.00031636782775564106,24680305,40952331,114910
Age 0,1039,2.7998033249589095e-05,0.00031614806004571513,24680305,40952331,114910
Age 0,1040,2.7998033249589095e-05,0.0003159771296046616,24680305,40952331,114910
Age 0,1041,2.8079069525275314e-05,0.00031627015321789617,24680305,40952331,114910
Age 0,1042,2.8079069525275314e-05,0.00031663643273443945,24680305,40952331,114910
Age 0,1043,2.8079069525275314e-05,0.00031675852590662054,24680305,40952331,114910
Age 0,1044,2.7998033249589095e-05,0.0003168317818099292,24680305,40952331,114910
Age 0,1045,2.7957515111745986e-05,0.0003167829445410568,24680305,40952331,114910
Age 0,1046,2.7957515111745986e-05,0.00031663643273443945,24680305,40952331,114910
Age 0,1047,2.7998033249589095e-05,0.0003166608513688757,24680305,40952331,114910
Age 0,1048,2.8119587663118427e-05,0.000316807363175493,24680305,40952331,114910
Age 0,1049,2.8119587663118427e-05,0.0003166852700033119,24680305,40952331,114910
Age 0,1050,2.8119587663118427e-05,0.0003167096886377481,24680305,40952331,114910
Age 0,1051,2.8119587663118427e-05,0.0003167829445410568,24680305,40952331,114910
Age 0,1052,2.8160105800961536e-05,0.00031675852590662054,24680305,40952331,114910
Age 0,1053,2.8160105800961536e-05,0.0003170759681542914,24680305,40952331,114910
Age 0,1054,2.8160105800961536e-05,0.00031734457313308976,24680305,40952331,114910
Age 0,1055,2.8200623938804646e-05,0.0003173934104019622,24680305,40952331,114910
Age 0,1056,2.8160105800961536e-05,0.0003175155035741433,24680305,40952331,114910
Age 0,1057,2.8200623938804646e-05,0.00031768643401519685,24680305,40952331,114910
Age 0,1058,2.8200623938804646e-05,0.0003177841085529417,24680305,40952331,114910
Age 0,1059,2.8281660214490868e-05,0.0003176375967463244,24680305,40952331,114910
Age 0,1060,2.8362696490177087e-05,0.00031783294582181414,24680305,40952331,114910
